1033,0,0,0,0,0
1033,0,0,0,0,0
1033,0,0,0,0,0
1033,0,0,0,0,0
1033,0,0,0,0,0
1063,0,0,0,0,0
1063,0,0,0,0,0
1071,0,0,0,0,0
1071,0,0,0,0,0
1071,0,0,0,0,0
1071,0,0,0,0,0
1071,0,0,0,0,0
1071,0,0,0,0,0
1073,0,0,0,0,0
1073,0,0,0,0,0
1073,0,0,0,0,0
1073,0,0,0,0,0
1097,0,0,0,0,0
1097,0,0,0,0,0
1097,0,0,0,0,0
1097,0,0,0,0,0
1097,0,0,0,0,0
1117,0,0,0,0,0
1117,0,0,0,0,0
1117,0,0,0,0,0
1117,0,0,0,0,0
1117,0,0,0,0,0
1127,0,0,0,0,0
1127,0,0,0,0,0
1127,0,0,0,0,0
4005,0,0,0,0,0
4005,0,0,0,0,0
4005,0,0,0,0,0
4013,0,0,0,0,0
4013,0,0,0,0,0
4017,0,0,0,0,0
5007,0,0,0,0,0
5063,0,0,0,0,0
5063,0,0,0,0,0
5069,0,0,0,0,0
5069,0,0,0,0,0
5121,0,0,0,0,0
6053,0,0,0,0,0
6053,0,0,0,0,0
6073,0,0,0,0,0
6073,0,0,0,0,0
6073,0,0,0,0,0
6073,0,0,0,0,0
6073,0,0,0,0,0
8081,0,0,0,0,0
8087,0,0,0,0,0
8101,0,0,0,0,0
8101,0,0,0,0,0
8107,0,0,0,0,0
9007,0,0,0,0,0
9009,0,0,0,0,0
9011,0,0,0,0,0
10003,0,0,0,0,0
10003,0,0,0,0,0
10003,0,0,0,0,0
10003,0,0,0,0,0
10003,0,0,0,0,0
10005,0,0,0,0,0
11001,0,0,0,0,0
12017,0,0,0,0,0
12017,0,0,0,0,0
12017,0,0,0,0,0
12017,0,0,0,0,0
12031,0,0,0,0,0
12033,0,0,0,0,0
12033,0,0,0,0,0
12057,0,0,0,0,0
12057,0,0,0,0,0
12071,0,0,0,0,0
12081,0,0,0,0,0
12081,0,0,0,0,0
12085,0,0,0,0,0
12085,0,0,0,0,0
12101,0,0,0,0,0
12101,0,0,0,0,0
12121,0,0,0,0,0
12121,0,0,0,0,0
12121,0,0,0,0,0
13015,0,0,0,0,0
13015,0,0,0,0,0
13015,0,0,0,0,0
13015,0,0,0,0,0
13021,0,0,0,0,0
13021,0,0,0,0,0
13021,0,0,0,0,0
13021,0,0,0,0,0
13067,0,0,0,0,0
13067,0,0,0,0,0
13077,0,0,0,0,0
13077,0,0,0,0,0
